蕴端
李子敏
智生
唐晅妻张氏
刘树楷
刘清漳
危昂霄
查为仁
缪九畴
王美銮
俞绶
朱海山
释智勤
夏之芳
王进之
徐坊
赵菊庄
马春生
李文辉
黄先瑜
陈兰瑞
释智嵩
赵志皋
刘秉恕
刘秋湖
过春山
李世琪
李叔同
曹埈
陈用贞
徐铭敬
危复之
冯鼎爵
刘闼青
赵逵
姜军
弘智
马瑞辰
黄家彝
谢维岩
顾敩愉
刘浩
陈学谦
刘义隆
刘威
赵釴夫
翟绍高
德日
朱锦琮
黎觐明
释今全
郑奎妻
黎灏
唐暄
马三俊
刘崇佑
章纶
郭金台
钱本一
卢顺之
钱仲益
刘泾
张鹏举
周軏
陶拱
蔡鸿逵
蒲秉权
王济（既生）
柯鸿年
释吴十三
包捷
朱翰
卢骈
刘继增
李丙荣
吴檄
周旋
赵希𢒞
王挺之
黎道静
许乃谷
曹泳
释定诸
龚茂良
郝大通
王兰汀
卢栯
李必聪
厉德斯
陆彪
卢献卿
陶雍
韩漪
释定御
韩邦靖
高玮
王允皙
赵希发
蒋廷玉
沈瑜庆
危昭德
郑鼎夫
孙松寿
王翥
胡震亨
马子严
李永吉
覃宏泽
张涣
卢群
王叔杲
韩履常
释宝印
黎献
卢殷
王凤池
李玉昆
赵希迈
史密
汪士鋐
危彪
韩璜
李鹄
王兰汀方浚颐
王可升
朱芾
周国卿
李石冰
刘廷僖
秦维正
卢群玉
齐体物
张月宇
李贻孙
郑楷
汪树琪
危涴
韩疁
胡梦昱
贡奎
张与材
朱希言
汪琬
萧长懋
张时彻
徐彦若
顾欢
洪师中
王阜民
许必胜
鲍鳌川
徐振
韦鹏翼
谢灵运
洪延
邓宇
汪楫
吞珠
王汉之
韦澳
阮忠植等
韦璜
萧子良
洪迈
陈洁
阮崇德
毛宏
辛愿
释今白
王玉
王举元
许心榛
释朋来
朱之榛
王复
安骏命
区宇瞻
周榖生
王举正
王锡玙
黎景徽
龙膺
丁宝光
章良能
王奉曾
林景旸
华塑
魏冲
唐廪
卫万
毛达
汪沄
郦权
金孝维
张镇初
黄顺之
郝贞
郑毂
郑南
周葆濂
阮直
周榥荦
毛吾竹
龚复
宏仁
刘同升
王俊乂
陶梦桂
胡铉
夏方庆
卫中行
钱中枢
张镒
郝经
郑猷
南潜
盛贞一
钱谦贞
原勋
丁嗣澄
周毓璜
张震
李乘
张柬之
王俊彦
灵业
江淑则
左国柄
释宗敏
郑鉴
读彻
董纪
灵准
李予望
黎念
夏宝松
周徵曜
陈理
鲁千之
郑锦溪
魏幼禽
灵澈
黄金石
吴承泰
金科豫
左国治
胡清
张谟
郑魁
蒋宝龄
王用
夏宗沂
陶翰
堵胤锡
张道
苏邦
苏宏祖
夏力恕
黄荫桐
钱贡
单聿荪
方昂
张起岩
吴巽
李世民
吴淑真
张道成
王灼
唐定奎
单芳润
郑戬
梅文鼎
娄机
谢宾王
缪葆忠
胡珵
张道宗
姚草楼
吴渊
伏牛上人
赵善卞
唐致隆
王用亨
邓深
郑漻
娄寿
左谟
严咸
娄乾曜
蒋景玉
刘绍
赵善正
杨贻谋
褚华
费丹旭
李延大
宣和民谣
王申
李源
赵善扛
许心碧
许延礽
杜岕
释斯植
周人龙
度正
劳崇光
胡介（平湖）
单溥元
王幼山
鲁少师
沈士柱
张仲容
潘相
夏鸿
许灿
刘敏宽
边维岳
周震鳞
左瀛
操某
王昭宇
周之栋
龚炳
詹慥
韦遵
秦朴
卢鉟
鲁仕能
王显世
燕肃
陆傅
黄鸿翔
鲁交
韦镒
夏侯子云
陈士廉
何英
布衣某
龚相
周儒臣
周之冕
秦臻
沈曾植
鲁某
赵锦
卢频
张穆
夏侯孜
孙澄
郭柏荫
本之
李湜
释景云
施彦士
周之瀚
茹东济
王幼山等
德月
阎德隐
廖毅
黄子实
钟嗣成
朱维均
萧子隆
方彦珍
夏侯审
黎亿
实䚮
周大烈
永秀
何体性
李黼
崔惠童
卢原
刘鸿庚
王得臣
秦励
张元仲
钟卿
韦蟾
夏侯楚
沈德潜
马维麟
周从圣
龚准
黄子信
崔湜
马维驭
王正雅
蒋孝言
杨赓笙
释清尚
向文奎
王安礼
安鉴培
王石室
钱之青（凤文）
卢公弼
许心檀
张道洽
王文治
王爵
蒋孝忠
江剡
张浑
华淑
左沅
冯志沂
王良谷
阎钦爱
黎庶昌
陈嵩极
张安弦
王龙学
郑士龙
陈席珍
周齐曾
蒋时中
王蕴章
王尔鉴
戎玠
甘邦俊
张廷瓒
杨中讷
徐洪钧
金安国
徐崇文
毛国华
张炽
朱风翥
受庆龙
王亘
高昂
李好闵
王掞
袁倚
卢纮
张省躬
许心澧
顾彧
李竺勋
左澄
李树秾
方九功
邓桐芬
骆浚
章侁
计东
徐光发
毛国英
林中桂
孙灏
张祜
葛嫩
黄仪
李洲
蒋纬
金尚宪
剧燕
沈雁冰
施模
陈昌齐
朱为弼
陈璿
姚士磷
齐令辰
袁绹
包礼
蔡蓁春
王瑀
卫叶
王正煦
熊德修
王尔膂
陈尔士
吴梦旸
李嘉乐
梁峤
李经始
王玉池
陈铣
周藩王宫辞
郑熏初
苏宗经
程洵
白良骥
梅枝凤
曹寿铭
丁玮
王福娘
卫光一
焦和生
朱升（彦升）
齐忠甲
王玉麟
张震龙
罗黄庭
文鼎
尤玘
贾三近
刘蒙山
吕炅
袁宗与
朱锦华
李国模
熊蕃
赵汝腾
许楚畹
陶琯
汪斗建
卫准
秦孚
龚景瀚
释广
缪烜
王讱庵
张颙
张一旸
刘广智
顾福仁
陈奇芳
朱孟震
刘鳜
陈家庆
萧应魁
鲍靓
宿凤翀
李经珏
王缙
杨青藜
金福曾
卫象
陈显曾
袁祹
秦康王
汪氏
吕牧
刘怀一
章谷
孙云鹤
叶承宗
卢僎
卿云
马一德
龚桂馨
章士钊
秦旦
华世奎
周凤岐
顾于观
左文言
周耀奎
周文孚
倪瓒
唐最
沈奎
王以悟
龚鼎臣
姚祥
卢载
于振
奚贾
周凤楞
颜绣琴
左世寿
龚颐正
陈尔鼎
张璠
黄子善
吕敞
卢邕
朱善
施常
吕宜之
卢崇道
刘衡
呼延桢
葛一龙
陈希文
张梅本
李鸿勋
杭世骏
陈蔚昌
冯子翼
左世琅
杨嗣昌
林朝阳
陆昂
吕潜
姚倩
蔡隐丘
王崇简
黄朝宾
金居敬
沈睿
奇丰额
黄丕烈
朱鹤龄
邵叶
叶津
陆景龙
薛正
骆起明
隐者
炤影
蒲映渌
秦宝瓒
王崇拯
孟广慧
张九镒
卢象
黄子棱
马洪
孟玉双
隐峦
冯善
王泽
马允刚
龚锡圭
秦侃
陈于廷
方叔震
于鸿炜
师文
陈仁锡
王来
冯班
杨契
林元俊
王乔林
纳兰性德
妥欢帖睦尔
章劼
陈良猷
蒋芸
王芑孙
玉英
郑蔼
黄文仪
王任
龚自璋
刘鸿渐
卫填
于静夫
胡善
厉鹗
戴柱
刘沧
大义
吴若华
杨娃
黄公度
郑德普
张若娴
鲁百能
王猷定
陈廷黻
玉壶洞客
高茂华
郑蕴
王会厘
胡承珙
江琦（公良）
莫璠
黄渊
闵新
王长生
缪谟
玉盘居士
邵长蘅
张似谊
张庭坚
王兆鸾
鲁君锡
郭愔
贺双卿
章岷
石公弼
祝道桩
张海鸥
赵汝遇
吴柏
甘同叔
王兆熙
释今印
鲁应龙
汪漱芳
吕时中
王先泰
郑樵
董琬贞
隐峰
冯名望
行方
陈汝霖
黄标
张潞
左世经
郑居中
张海珊
唐末朝士
刘丞直
徐柯
林伯璟
张一桂
吕温
黄干
一砵和尚
刘荐
李炯
汪仪凤
释圆玑
薛葆煌
严元照
梁继
许缵曾
袁桷
萧祗
崔淀
唐末僧
徐葆龄
马常沛
吴森
杨杏佛
汪振甲
郭亮
陆奎勋
潘素心
吴球
席元明
唐尧臣
汪圣权
朱宝善
张应申
林亿龄
汪立中
熊琏
李炳涛
吴鸿
孙直言
谭律
高自辉
萧放
德普
冯延登
文点
吴景
左衢
乐咸
吴子光
吴景伯
陈迩冬
胡绾
李孝则
李盈源
席豫
左眉
赵作肃
郑性之
李民圣
赵汝愚
冯尊师
薛雍
胡山甫
王学可
柳永吉
李元直
郑维孜
释慧元
朱奕恂
徐嗣曾
胡从义
张实居
胡铨
陈震曜
范廷铨
陆法和
左行危
董道东
刘克庄
袁第锐
安魁
陈士望
郝霔
徐叔至
卢询祖
赛涛
张谓
陈德明
李祖惠
周泊园
帅家相
李开科
高山
李贵猷
溥照
杨昭俭
释今四
何永盛
唐尧客
赵次钧
陈德武
高为表
孔焘
鲍恂
释函是
杨振世
杨瑛昶
岳映斗
李葆恂
周兴岱
李元弼
裴让之
上官辰
潘志伊
戴休珽
李德
善生
释通慧
洪震煊
陈逸云
萧肃
王维俭
徐宗斗
高孝本
释元妙
尤谡
杨栋
孟秉初
袁聘儒
英廉
孙机
徐常
王元翊
蒋光煦
鹿虔扆
王亦世
朴文昌
鲁宗道
万衣
沈偕
田中行
孟昭常
徐定
袁豢龙
顾况
陈学圣
秦镒
顾常
王仲宁
聂铣敏
王仲甫
高彪
赵函
苏伯玉妻
盛世忠
孟昭暹
徐宝之
袁瑨
郑之升
孟鸿光
何元普
李兆洛
宋素梅
田为
侯休祥
彦布
寒山
赵鉽
姜浑
黄肃
李丹
崔国因
朱诚泳
孟森
侯冽
陈士楚
郑知常
章凭
夏敬渠
欧阳铉
汪一中
韦瓘
于镇湘
康有为
李仁老
翁赐坡
赵占龟
秦锐
董应震
杨玉英
钮树玉
袁韶
陈名发
马翠燕
傅为霖
伍庆年
庄德芬
丘上卿
大同济禅师
汪任
苏启元
释本真
左其蒲
朮翼宗
郑昂
翟宗
金廷韶
徐福辰
大闲
唐扶
张衡
陈中师
恽氏
左逸民
丘丹
大易
吕昌明
侯道华
张琮
徐福澄
李待问（存我）
张天然
吕炎
彭遵泗
王道直
杨闱
施爱
释嗣宗
大愚
陈元光
崔敦诗
张天保
吴昜
林有文
夏子龄
陈宝
姚小彭
徐毓华
赵文
沈雅
张锡祚
俞简
陈万言
蒋臣
郑康佐
王涛
裴讷之
大颠
王仲修
万世尊
郑昌龄
郭振遐
杨惟中
慧熙
王光明
阮泽民
汤懋统
王钟健
蔡鸿遵
释妙总
李钟荣
干继
杨克恭
林枝
马飞黄
孙文骅
邓以赞
王兴仁
胡凤丹
马棫士
陆以道
汪璀
蔡蒙
吴甫三
梁化凤
贾臻
王兴龙
章承道
鲁訔
李钧寰
吴朝奉
廉泉
梅守箕
季恩沛
吴汤兴
郭子章
严羽
释今儆
王兴韹
刘元镐
宓昌墀
吕汝玉
王韫秀
李准
吴琚
袁镇
章杰
释妙堪
黄立世
赵知希
吴中行
宗月锄
马文达
许孟昭
凌廷堪
储大文
灵默
陆清原
郑炎
马玉章
王泌
王亿之
高以永
袁燮
宗俊贞
释希昼
芙蓉古丈夫　毛女
丁元复
侯仁朔
林真
马龙标
姚益敬
黎遂球
吴俊卿
李世恪
林逢原
翁溪园
鲍慎由
史震林
祁寯藻
广利王女
周岐
吕直夫
金东
徐文通
徐德葆
吴皎临
罗岳
张林
林磐
邻道场人
李世熊
马名骥
王搆
赵承光
郑玠
林迥
吴子瑜
周映封
净显
沈宸荃
樊阜
广宣
蔡哲
徐必观
杨起元
李经述
吴德功
彭湘
王圭
苏鹤成
昙伦
范秋蟾
杜淑雅
陈皋谟
计默
徐镇楚
昙域
张祖继
汪式金
赵汝暖
马荣楠
张枢
程迈
马席珍
释玿
翁文达
儿玉源太郎
王熊
章成铭
侯铨
王协
席夔
丘敦
李祎
王在宣
黄士鼎
夏瑚
曹涌江
王尧臣
吴则礼
朱士麟
鲁晦之
周友朴
鹿善继
张荣珉
袁帙
翟德方
赵鉴
鲁兰仙
何巩道
冯璜
王睿
朱仲明
周文烈
廉布
姚弘绪
余本愚
李渭
都颉
幼朔
顾千里
周文铎
马洁
杨令茀
王德撰
顾鉴
赵维仁
余晦
杨得禄
王又旦
修雅
程文正
周日宜
施曜庚
卢渊
刘斯川
岑春煊
王子申
袁九淑
杨济
释今稚
潘若冲
施景舜
钱用壬
林次湘
宗俊瑄
危骖
叶小鸾
洪朴
晏才猷
万节
齐翀
叶奕苞
王柱
徐善建
李哲浚
林汝梅
释今龙
徐泰
吕汝修
晏仲鼎
李仲训
宗树楠
叶燮
杨炳
李家华
杨珂
陆振渊
左辅
黄秀
张玉乔
杨文炳
柴立基
赵可
陈遇夫
蔡锦泉
杨皇后
郭符申
宗能徵
唐求
高衢
三娘
释宝玄
马朴臣
郁永河
李源道
章锦
何溥
李家驹
柴耦农
陈镒
林星垣
归庄
朱大韶
史虚白
释乾康
释慧显
释宝昙
鲍辉
吴惟英
史瑜
梁绍壬
林廷㭿
徐阳辉
李谕
沈士临
吴子恒
蒋业鼎
黄伯群
徐九皋
胡元功
郭朝佐
高拱
阿桂
夏敬颜
史宜之
王继统
王庵僧
胡升
姚士陛
史隽之
木客
杨云翼
王得益
王恕
黄应逵
鲍作雨
卢肇
曹楙坚
刘伯埙
邓雅
伯笃曾丁
吴中立
田从易
王璐卿
张大受
顾云
去奢
黄志钧
龙文彬
赵善坚
处默
张绍龄
田太靖
周姗姗
黄周庠
区宇均
月鲁
熊敦朴
黄定文
吴静
王惟正
田开
吕某
曾槱
愈上人
黄周崇
徐简
楚建中
区象璠
顾图河
吕祐之
林华昌
萧刓
曹代萧
李家壁
马嘉植
蜀成王
汪志坚
胡夫人
姚珩
汪极
袁灼
岑傅霖
潘诚
楚娘
史朴
石达开
赵善应
孙奇彦
李席珍
姚钧
官文
董行之
赵世显
马载飏
刘鸿材
李振佑
徐荣
胡元罙
钱晔
黄蕡
胡文举
朱福清
宝瑞臣
汪遵
潘郑台
徐宪
王晞韩
杨朏
马崙三
刘强夫
石涛
范士楫
蔡儒楷
赵善沛
胡文卿
昙靖
岑毓英
宝熙
吴昂
孙淳
潘柽
楼云卧
王稚登
王曼之
张淮
程维岩
郑玠（福建）
裴伯谦
赵善诏
朱缃
杨应琚
刘福彪
胡祥
刘于浔
马笛渔
载湉
鹿化麟
凌学攽
李永升
刘于祐
裴荫森
楼扶
马骥良
刘韵琴
刘光第
张诩
江文安
贺贻孙
李泰源
靳昂
赵善俊
楼枎
胡璪
文同
刘启秀
哲理野台
王梅窗
仇鸾燮
刘德泽
郑若冲
刘渭
谭士梧
李浩然
实诚
沈金藻
周玉书
谢郓
区剑光
顾文渊
王存善
玄烨
释惠连
葛樵隐
纡川
沈宣
常纪
周兆龙
沈东美
孙立雅
林庆旺
朱海
陆霦勋
江昱
吴伟业
郭相业
胡纪
潘柽章
杨懋珩
姚浚昌
胡杰
刘献翼
周廷华
王爚
佘志贞
释超逸
秦清芬
张渊
赵舜举
瞿中溶
周竹三
柯弘本
王有德
丘为
侯宾
何绎
王懋德
何福坤
孙兰媛
伯麟
王贯之
马一龙
吕祖仁
林纾
缪愚孙
周行原
释通炯
戴烨
王守愚
张廷立
杨璠
曹龙树
周贞亮
冯祖辉
王延长
廖俊
周伯馨
朱恬烷
吕祖平
刘政
叶廷琯
沈宁
王兆熊
万以增
周况
刘清（袪尘）
阎学淳
朱珵圻
赵泰交
沈亚之
郑公超
赵彧
翁斌孙
步非烟
河中鬼
陈载华
刘仁本
沙允成
刘若蕙
桂中行
郭江
谭文秀
谢黻
李祥瀛
公孙长子
河北士人
李真人
徐之才
朱光庭
曹岱
尚秉和
商山三丈夫
杨名时
黄实
刘城
李积琳
徐仁友
卞永璋
屈开埏
张友仁
汪存
谭仲銮
河湄鬼
历史学家、教育家李泰棻
周纶
桂文灿
程孺人
刘一儒
王廷训
孔昭焱
裘庆元
商山客死书生
袁青
崔公度
汪万于
油蔚
徐仁嗣
桂正夫
潘牧
李继沅
汪师旦
曹复
秦铨
王廷绍
真知柔
刘絮窗
王鸿兟
尤桢
朱徽
大瓠
汪仲阳
泠然
谭启瑞
桂如虎
杨锐
杨秀章
张大猷
王钦若
向阮贤
汪畹玉
李大纯
沈大本
李继高
谭学衡
尹子远
徐介
桂文燧
商则
何永沂
赵孟淳
刘况
曹雪芹
朱滋泽
寇坦
刘德裕
吕祖异
直言
赵善信
桂柔夫
陈鉴（用明）
周行己
吴元美
王平
毕渐
叶玉森
胡文媛
知业
梁有谦
李仲禹
胡斗南
知玄
汪桐
桂闻诗
邢锦生
王絪
李全义
吴子玉
章询
全少光
杜谨言
应国梁
赵用贤
李华棠
桑文炳
瞿汝稷
徐迪
桑世昌
严启煜
任锐
朱德琏
刘羲年
赵善宣
牛谅
林奉璋
李廷玉
应澧
寇泚
孙蕙媛
李成哗
谢德宏
汤来贺
杨敬德
沈铉
盛寅
焦文烱
桂文耀
朱佩兰
金文刚
米芾
何殿春
郑若谷
章师古
陈奕禧
李端民
李邦义
李彝
刘乂
斡玉伦都
黄秉麾
黄播
晏斯盛
失撰人名
徐元鼎
杨训
陈子高
桂本诚
黄绂
袁尊尼
单学傅
颜颐仲
崔立言
张以仁
周孝怀
亚栖
王渐逵
郑厚
真德秀
鸠罗摩什
李佸
黄金镕
黄垺
楼采
杨宏绪
华舜钦
赵撝谦
崔亘
袁奭
刘翠翠
陈禹俋
姜洪
舒忠谠
吴𣓨
华察
田农夫
梁廷超
徐月英
翁心存
修睦
张仲寿
周希尧
先汪
曹裕
田如鳌
释道安
李膺
黄青照
广陵道士
桂邦杰
崔仲容
庐山诸沙弥
荀仲举
李思悦
宋乐
周应时
曹柱林
董道权
杨敬之
武则天
吴驲
田况
华金
秦淮
张孺子
郑性
弓嗣初
旷家妇
李叔玉
义净
贾餗
桂坛
马来如
彭昌翰
梁有源
吴势卿
述明
徐玄之
周源绪
王廷诰
王师锡
魏收
杜纮
函可
王初桐
李家孚
刘灏
孙枝蔚
谭宗汉
王翼奇
李能定
尹铭绰
周天麟
杜诵
翁蒙之
郑城某
孔祥霖
史宗
王庄
孔翁归
徐仲雅
戈问卿
黄公槐
谭宝瑜
陈运彰
陈允衡
释今邡
郑奎
刘伯坚
王庆升
谭绍裳
李集
谷淮
华文川
张四知
王有龄
朱梦炎
杜兼
翁懿淑
宋廷梁
邹德臣
文华国
帛道猷
蔡谔
金旋
何子朗
林宗衡
杜羔
彭日贞
李经羲
谭信矩
耿仙芝
孙原湘
华玉梁
郑将
王次陶
秦松龄
李起荣
徐明仲
鲁鸿
张徽
杨启宇
文富杉
耿时举
田耕
郑渊
董沛
金铭
晓音
竺僧度
黄升
王芝兰
文群
魏阀
杜寂
华彦云
王知人
郑思忱
林命
杜常
郑思肖
